ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Dt_Customer_new,Age,Children,Top_Spent,Total_Spent,Total_Purchases,Preferred_Channel,Total_Visits,Visit_Purchase_Ratio,Cluster,Visit_Purchase_Ratio_log,Visit_Purchase_Ratio_capped,Visit_Purchase_Ratio_Capped
498,1970,2,4,30015.0,1,0,25,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014-02-02,55,1,MntWines,57,5,NumStorePurchases,5,0.9999980000040001,0,0.6931461805614454,0.9999980000040001,0.9999980000040001
9347,1956,3,5,50943.0,0,1,440,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013-06-21,69,1,MntWines,46,4,NumStorePurchases,5,1.2499968750078125,1,0.8109288273299476,1.2499968750078125,1.2499968750078125
9699,1966,2,2,67272.0,0,1,452,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,2013-12-21,59,1,MntWines,733,20,NumStorePurchases,5,0.24999987500006252,1,0.22314345131425478,0.24999987500006252,0.24999987500006252
10664,1949,3,6,51529.0,0,1,147,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,2013-09-07,76,1,MntWines,467,15,NumWebPurchases,8,0.5333329777780148,1,0.42744378294300933,0.5333329777780148,0.5333329777780148
5455,1971,4,3,32011.0,1,0,467,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,2013-08-22,54,1,MntWines,122,7,NumStorePurchases,7,0.9999985714306123,0,0.6931464662749963,0.9999985714306123,0.9999985714306123
456,1986,0,3,7500.0,1,0,134,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013-02-07,39,1,MntFruits,36,5,NumStorePurchases,8,1.5999968000064002,0,0.9555102142599099,1.5999968000064002,1.5999968000064002
5012,1989,2,3,28691.0,1,0,77,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013-07-04,36,1,MntMeatProducts,34,4,NumStorePurchases,8,1.9999950000125002,0,1.0986106220042209,1.9999950000125002,1.9999950000125002
7495,1948,4,3,56223.0,0,1,431,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,2013-12-20,77,1,MntWines,156,8,NumStorePurchases,4,0.4999993750007813,1,0.40546469144193176,0.4999993750007813,0.4999993750007813
5029,1946,2,3,18100.0,0,0,123,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2013-08-06,79,0,MntFishProducts,14,3,NumStorePurchases,5,1.6666611111296294,1,0.9808271696831672,1.6666611111296294,1.6666611111296294
10642,1989,2,4,30279.0,1,0,648,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012-12-30,36,1,MntMeatProducts,37,4,NumStorePurchases,8,1.9999950000125002,0,1.0986106220042209,1.9999950000125002,1.9999950000125002
2106,1974,0,3,20130.0,0,0,349,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2014-03-17,51,0,MntGoldProds,34,4,NumStorePurchases,8,1.9999950000125002,0,1.0986106220042209,1.9999950000125002,1.9999950000125002
10364,1959,2,2,23295.0,0,0,274,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013-07-13,66,0,MntSweetProducts,20,3,NumStorePurchases,8,2.666657777807407,1,1.2992805598929789,2.666657777807407,2.666657777807407
5954,1972,3,2,42618.0,1,0,191,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,2013-10-09,53,1,MntWines,192,9,NumWebPurchases,8,0.8888879012356653,0,0.6359882438446239,0.8888879012356653,0.8888879012356653
1137,1964,2,4,81246.0,0,0,629,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,2013-12-29,61,0,MntMeatProducts,1379,16,NumStorePurchases,1,0.06249996093752441,2,0.06062458505175126,0.06249996093752441,0.06249996093752441
2541,1976,2,3,24027.0,1,0,183,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013-06-09,49,1,MntWines,48,5,NumStorePurchases,8,1.5999968000064002,0,0.9555102142599099,1.5999968000064002,1.5999968000064002
1142,1953,4,3,55707.0,0,1,475,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,2013-12-22,72,1,MntWines,428,14,NumStorePurchases,3,0.21428556122459913,1,0.1941558883906194,0.21428556122459913,0.21428556122459913
2276,1955,2,4,57959.0,0,1,30,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,2013-05-02,70,1,MntWines,868,22,NumStorePurchases,3,0.13636357438019348,1,0.12783331696445366,0.13636357438019348,0.13636357438019348
2807,1969,2,3,56796.0,0,1,325,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,2013-02-16,56,1,MntWines,1001,24,NumCatalogPurchases,7,0.2916665451389395,2,0.2559332800512139,0.2916665451389395,0.2916665451389395
6471,1971,3,4,36230.0,1,0,362,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,2013-10-17,54,1,MntMeatProducts,59,6,NumStorePurchases,5,0.8333319444467593,0,0.6061350459955337,0.8333319444467593,0.8333319444467593
6131,1980,0,3,70829.0,1,1,21,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,2013-12-01,45,2,MntWines,431,14,NumStorePurchases,3,0.21428556122459913,0,0.1941558883906194,0.21428556122459913,0.21428556122459913
6233,1976,2,3,65991.0,0,1,146,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,2012-09-07,49,1,MntWines,971,24,NumStorePurchases,7,0.2916665451389395,2,0.2559332800512139,0.2916665451389395,0.2916665451389395
4148,1972,2,3,38988.0,1,2,422,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,2012-08-20,53,3,MntWines,348,12,NumStorePurchases,8,0.6666661111115741,0,0.5108252904328796,0.6666661111115741,0.6666661111115741
4947,1966,0,4,89572.0,0,0,317,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,2012-09-15,59,0,MntMeatProducts,2059,23,NumStorePurchases,4,0.17391296786392701,2,0.160342585662967,0.17391296786392701,0.17391296786392701
3225,1984,3,3,42207.0,1,0,6,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,2013-04-01,41,1,MntWines,265,10,NumStorePurchases,6,0.5999994000006,0,0.4700032542460403,0.5999994000006,0.5999994000006
7540,1952,2,3,50300.0,0,1,529,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,2014-05-25,73,1,MntWines,270,11,NumStorePurchases,2,0.1818180165290759,1,0.1670539448031437,0.1818180165290759,0.1818180165290759
10648,1982,0,5,66664.0,0,0,535,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,2012-09-25,43,0,MntMeatProducts,1289,18,NumCatalogPurchases,3,0.16666657407412552,2,0.1541506004622199,0.16666657407412552,0.16666657407412552
1992,1964,2,3,60597.0,0,1,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,2014-01-01,61,1,MntWines,893,12,NumStorePurchases,7,0.5833328472226273,1,0.459532022361105,0.5833328472226273,0.5833328472226273
7851,1949,2,6,70165.0,0,0,469,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,2013-09-22,76,0,MntMeatProducts,926,21,NumStorePurchases,1,0.04761902494332146,1,0.04651999398988129,0.04761902494332146,0.04761902494332146
8594,1958,4,6,50520.0,0,1,588,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,2014-01-28,67,1,MntWines,135,7,NumWebPurchases,6,0.8571416326548106,1,0.6190385490662886,0.8571416326548106,0.8571416326548106
7059,1963,2,3,80124.0,0,0,553,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,2014-06-26,62,0,MntWines,1495,18,NumStorePurchases,1,0.055555524691375174,2,0.054067192030525506,0.055555524691375174,0.055555524691375174
2815,1975,2,3,33183.0,1,0,501,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,2014-02-24,50,1,MntMeatProducts,120,7,NumWebPurchases,7,0.9999985714306123,0,0.6931464662749963,0.9999985714306123,0.9999985714306123
2416,1969,4,4,66582.0,0,0,50,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,2014-03-03,56,0,MntWines,1288,19,NumStorePurchases,1,0.05263155124655198,2,0.05129326807177457,0.05263155124655198,0.05263155124655198
7999,1955,4,5,75261.0,0,0,482,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,2013-04-23,70,0,MntWines,1743,16,NumCatalogPurchases,2,0.12499992187504883,2,0.11778296621198,0.12499992187504883,0.12499992187504883
9213,1970,2,6,31880.0,1,0,660,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2012-10-31,55,1,MntMeatProducts,15,3,NumStorePurchases,8,2.666657777807407,0,1.2992805598929789,2.666657777807407,2.666657777807407
9697,1951,2,3,53790.0,0,2,114,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,2014-03-06,74,2,MntWines,542,17,NumStorePurchases,6,0.3529409688582536,1,0.30228071842032667,0.3529409688582536,0.3529409688582536
3916,1971,4,5,49269.0,1,0,315,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,2012-08-15,54,1,MntWines,890,22,NumStorePurchases,7,0.31818167355378474,2,0.2762532669103337,0.31818167355378474,0.31818167355378474
2021,1975,2,3,61456.0,0,1,569,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,2013-03-27,50,1,MntWines,1388,29,NumStorePurchases,4,0.13793098692034933,2,0.12921168968273655,0.13793098692034933,0.13793098692034933
1581,1980,2,3,37406.0,1,0,213,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,2013-10-10,45,1,MntMeatProducts,17,3,NumStorePurchases,8,2.666657777807407,0,1.2992805598929789,2.666657777807407,2.666657777807407
564,1981,4,5,56937.0,1,0,78,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,2012-08-04,44,1,MntWines,906,23,NumStorePurchases,6,0.26086945179589055,2,0.23180152410233693,0.26086945179589055,0.26086945179589055
6619,1978,2,3,38415.0,1,1,22,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-01-02,47,2,MntWines,44,4,NumStorePurchases,7,1.7499956250109376,0,1.0115993207721008,1.7499956250109376,1.7499956250109376
9081,1988,2,4,20518.0,1,0,375,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,2014-05-18,37,1,MntGoldProds,25,4,NumStorePurchases,5,1.2499968750078125,0,0.8109288273299476,1.2499968750078125,1.2499968750078125
178,1956,2,3,62503.0,0,1,368,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,2013-02-18,69,1,MntWines,973,22,NumStorePurchases,5,0.2272726239669891,1,0.20479432847096377,0.2272726239669891,0.2272726239669891
916,1972,4,4,41644.0,1,1,182,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,2014-05-09,53,2,MntWines,31,4,NumStorePurchases,3,0.7499981250046875,0,0.5596147165089559,0.7499981250046875,0.7499981250046875
5512,1977,3,3,55842.0,0,1,485,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,2014-05-23,48,1,MntWines,518,16,NumStorePurchases,5,0.31249980468762206,0,0.2719335666741999,0.31249980468762206,0.31249980468762206
8970,1972,4,3,62010.0,0,1,493,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,2012-10-23,53,1,MntWines,530,15,NumStorePurchases,5,0.3333331111112593,0,0.2876819057852115,0.3333331111112593,0.3333331111112593
10581,1977,2,3,41124.0,1,0,660,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,2012-10-31,48,1,MntWines,506,14,NumWebPurchases,8,0.5714281632655976,0,0.4519848640029493,0.5714281632655976,0.5714281632655976
5300,1973,3,3,38961.0,1,0,649,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,2013-12-30,52,1,MntGoldProds,70,5,NumWebPurchases,7,1.3999972000056,0,0.875467570688886,1.3999972000056,1.3999972000056
5154,1972,3,2,37760.0,1,0,232,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2013-08-11,53,1,MntWines,54,5,NumStorePurchases,6,1.1999976000048,0,0.7884562694567661,1.1999976000048,1.1999976000048
8346,1974,2,4,32233.0,1,0,402,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,2012-08-19,51,1,MntWines,296,10,NumWebPurchases,9,0.8999991000009,0,0.6418534124885458,0.8999991000009,0.8999991000009
1676,1975,2,3,43057.0,0,1,645,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,2013-10-30,50,1,MntWines,266,11,NumStorePurchases,5,0.45454504132268975,0,0.37469316535071956,0.45454504132268975,0.45454504132268975
9286,1960,3,5,83151.0,0,0,212,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,2012-10-10,65,0,MntWines,747,18,NumCatalogPurchases,3,0.16666657407412552,1,0.1541506004622199,0.16666657407412552,0.16666657407412552
2426,1964,4,2,78825.0,0,0,296,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,2012-09-14,61,0,MntWines,895,28,NumStorePurchases,3,0.10714281887756469,2,0.10178265974774209,0.10714281887756469,0.10714281887756469
5172,1976,3,5,65104.0,0,1,301,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,2013-11-14,49,1,MntWines,1053,15,NumStorePurchases,7,0.46666635555576297,2,0.3829920401350126,0.46666635555576297,0.46666635555576297
5562,1974,2,3,60093.0,0,1,552,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,2013-06-26,51,1,MntWines,735,19,NumStorePurchases,6,0.31578930747931183,2,0.2744367193860293,0.31578930747931183,0.31578930747931183
3436,1969,2,3,14045.0,1,0,544,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014-01-26,56,1,MntWines,20,4,NumStorePurchases,7,1.7499956250109376,0,1.0115993207721008,1.7499956250109376,1.7499956250109376
3921,1952,0,6,28457.0,0,0,604,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,2012-10-28,73,0,MntMeatProducts,205,9,NumWebPurchases,8,0.8888879012356653,1,0.6359882438446239,0.8888879012356653,0.8888879012356653
3403,1958,4,5,78952.0,0,1,513,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,2012-09-24,67,1,MntWines,2092,19,NumStorePurchases,6,0.31578930747931183,2,0.2744367193860293,0.31578930747931183,0.31578930747931183
22,1976,2,2,46310.0,1,0,64,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,2012-12-03,49,1,MntWines,309,12,NumWebPurchases,8,0.6666661111115741,0,0.5108252904328796,0.6666661111115741,0.6666661111115741
10965,1955,2,5,76005.0,0,0,455,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,2013-02-22,70,0,MntWines,1722,21,NumStorePurchases,6,0.28571414965992875,2,0.25131432246084506,0.28571414965992875,0.28571414965992875
9426,1964,3,4,58308.0,0,1,240,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,2013-01-12,61,1,MntWines,900,11,NumCatalogPurchases,8,0.7272720661163036,1,0.5465433235932251,0.7272720661163036,0.7272720661163036
6605,1944,4,2,55614.0,0,0,585,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,2013-11-27,81,0,MntWines,682,19,NumWebPurchases,7,0.36842085872586383,1,0.3136574171547013,0.36842085872586383,0.36842085872586383
3136,1962,3,2,59432.0,0,1,268,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,2013-04-13,63,1,MntWines,663,19,NumStorePurchases,5,0.2631577562327599,1,0.23361474153243406,0.2631577562327599,0.2631577562327599
8737,1978,2,2,55563.0,0,1,94,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,2014-04-05,47,1,MntWines,43,5,NumStorePurchases,3,0.5999988000024,0,0.47000287924695433,0.5999988000024,0.5999988000024
11088,1971,4,5,78642.0,0,1,437,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,2013-04-21,54,1,MntWines,1816,17,NumCatalogPurchases,6,0.3529409688582536,2,0.30228071842032667,0.3529409688582536,0.3529409688582536
716,1949,4,5,67911.0,0,1,462,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,2014-05-22,76,1,MntWines,976,24,NumStorePurchases,3,0.12499994791668836,1,0.11778298936010537,0.12499994791668836,0.12499994791668836
466,1944,2,3,65275.0,0,0,51,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,2013-04-03,81,0,MntWines,746,20,NumStorePurchases,2,0.099999950000025,1,0.0953101343498011,0.099999950000025,0.099999950000025
9135,1950,2,5,27203.0,1,1,122,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2012-08-06,75,2,MntGoldProds,64,4,NumStorePurchases,8,1.9999950000125002,1,1.0986106220042209,1.9999950000125002,1.9999950000125002
10623,1961,3,5,48330.0,0,1,321,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013-11-15,64,1,MntWines,32,4,NumStorePurchases,5,1.2499968750078125,1,0.8109288273299476,1.2499968750078125,1.2499968750078125
8151,1990,1,3,24279.0,0,0,628,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,2012-12-29,35,0,MntGoldProds,263,8,NumWebPurchases,8,0.9999987500015626,0,0.6931465555605313,0.9999987500015626,0.9999987500015626
5140,1985,4,3,64355.0,1,0,511,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,2012-08-24,40,1,MntWines,1445,19,NumStorePurchases,8,0.42105240997241583,2,0.35139773089253945,0.42105240997241583,0.42105240997241583
10160,1956,3,5,50943.0,0,1,440,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013-06-21,69,1,MntWines,46,4,NumStorePurchases,5,1.2499968750078125,1,0.8109288273299476,1.2499968750078125,1.2499968750078125
4945,1953,2,6,53653.0,0,0,149,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,2012-11-07,72,0,MntWines,1210,26,NumStorePurchases,6,0.23076914201186846,1,0.20763929266288503,0.23076914201186846,0.23076914201186846
10584,1976,2,3,65665.0,0,1,44,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,2013-12-02,49,1,MntMeatProducts,945,23,NumCatalogPurchases,3,0.13043472589794528,2,0.12260227192512883,0.13043472589794528,0.13043472589794528
6071,1989,2,4,81217.0,0,0,401,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,2013-07-19,36,0,MntWines,1157,21,NumStorePurchases,1,0.04761902494332146,2,0.04651999398988129,0.04761902494332146,0.04761902494332146
3386,1992,2,3,34935.0,0,0,440,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,2013-06-21,33,0,MntMeatProducts,137,7,NumStorePurchases,7,0.9999985714306123,0,0.6931464662749963,0.9999985714306123,0.9999985714306123
8939,1959,2,2,61250.0,0,1,342,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,2012-12-16,66,1,MntWines,730,19,NumStorePurchases,5,0.2631577562327599,1,0.23361474153243406,0.2631577562327599,0.2631577562327599
9925,1981,4,5,39665.0,1,0,528,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,2013-05-25,44,1,MntWines,216,9,NumWebPurchases,7,0.7777769135812072,0,0.5753636587928728,0.7777769135812072,0.7777769135812072
4320,1979,2,4,60152.0,0,1,591,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,2013-03-28,46,1,MntWines,943,22,NumStorePurchases,3,0.13636357438019348,2,0.12783331696445366,0.13636357438019348,0.13636357438019348
5389,1964,2,3,48920.0,0,2,427,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,2013-10-20,61,2,MntWines,347,13,NumWebPurchases,7,0.5384611242606736,1,0.43078264686185586,0.5384611242606736,0.5384611242606736
6036,1959,3,5,89120.0,0,0,349,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,2014-03-17,66,0,MntWines,1924,18,NumStorePurchases,1,0.055555524691375174,2,0.054067192030525506,0.055555524691375174,0.055555524691375174
182,1946,4,5,44124.0,0,1,226,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,2013-05-11,79,1,MntWines,397,13,NumWebPurchases,8,0.6153841420121985,1,0.4795727872217757,0.6153841420121985,0.6153841420121985
203,1975,3,4,81169.0,0,0,288,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,2013-04-14,50,0,MntWines,2089,21,NumStorePurchases,2,0.09523804988664292,2,0.09097173679787807,0.09523804988664292,0.09523804988664292
11025,1961,2,3,36443.0,1,1,47,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,2013-02-03,64,2,MntWines,138,7,NumWebPurchases,8,1.142855510206414,1,0.762139290142933,1.142855510206414,1.142855510206414
10203,1990,2,4,26095.0,1,0,637,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-06-30,35,1,MntWines,42,4,NumStorePurchases,7,1.7499956250109376,0,1.0115993207721008,1.7499956250109376,1.7499956250109376
4607,1959,2,5,71367.0,0,0,490,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,2013-08-23,66,0,MntMeatProducts,777,16,NumStorePurchases,2,0.12499992187504883,1,0.11778296621198,0.12499992187504883,0.12499992187504883
3711,1944,3,3,80184.0,0,0,5,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,2014-03-01,81,0,MntWines,1902,19,NumStorePurchases,3,0.15789465373965592,2,0.14660340242157566,0.15789465373965592,0.15789465373965592
3696,1965,2,2,30630.0,1,1,566,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014-01-27,60,2,MntWines,52,5,NumStorePurchases,7,1.3999972000056,0,0.875467570688886,1.3999972000056,1.3999972000056
2532,1987,3,4,73454.0,0,0,5,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,2014-03-01,38,0,MntWines,1651,12,NumStorePurchases,5,0.4166663194447338,2,0.3483064491703508,0.4166663194447338,0.4166663194447338
9214,1991,2,3,42691.0,0,0,337,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,2013-08-16,34,0,MntWines,358,12,NumStorePurchases,5,0.4166663194447338,0,0.3483064491703508,0.4166663194447338,0.4166663194447338
4943,1953,2,3,70503.0,0,0,642,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,2012-09-30,72,0,MntWines,1727,15,NumStorePurchases,6,0.39999973333351113,2,0.3364720461451313,0.39999973333351113,0.39999973333351113
35,1987,2,3,25545.0,1,0,167,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,2012-09-08,38,1,MntGoldProds,210,7,NumStorePurchases,6,0.8571416326548106,0,0.6190385490662886,0.8571416326548106,0.8571416326548106
2258,1986,2,3,32880.0,1,0,86,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012-12-04,39,1,MntMeatProducts,42,4,NumStorePurchases,8,1.9999950000125002,0,1.0986106220042209,1.9999950000125002,1.9999950000125002
4322,1958,4,5,77863.0,0,0,585,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,2013-11-27,67,0,MntWines,1291,19,NumStorePurchases,2,0.10526310249310396,2,0.10008340843169439,0.10526310249310396,0.10526310249310396
713,1977,3,3,50353.0,0,0,163,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,2014-06-08,48,0,MntMeatProducts,442,14,NumStorePurchases,3,0.21428556122459913,0,0.1941558883906194,0.21428556122459913,0.21428556122459913
4702,1964,2,4,61839.0,0,0,253,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,2012-08-12,61,0,MntWines,1895,16,NumCatalogPurchases,8,0.4999996875001953,2,0.40546489977493955,0.4999996875001953,0.4999996875001953
3281,1960,4,3,49154.0,1,1,63,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,2013-11-03,65,2,MntWines,411,13,NumStorePurchases,6,0.46153810650914884,1,0.3794893787900813,0.46153810650914884,0.46153810650914884
702,1975,0,6,47682.0,0,1,306,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,2013-02-15,50,1,MntWines,521,15,NumStorePurchases,5,0.3333331111112593,0,0.2876819057852115,0.3333331111112593,0.3333331111112593
2004,1969,2,4,72679.0,0,1,382,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,2013-09-18,56,1,MntWines,1168,16,NumCatalogPurchases,1,0.06249996093752441,2,0.06062458505175126,0.06249996093752441,0.06249996093752441
4769,1977,3,5,57954.0,1,1,377,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,2014-06-18,48,2,MntWines,493,16,NumWebPurchases,7,0.4374997265626709,0,0.36290530347207794,0.4374997265626709,0.4374997265626709
4437,1962,2,3,65316.0,1,1,504,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,2013-04-24,63,2,MntWines,260,10,NumStorePurchases,4,0.3999996000004,1,0.33647195090717213,0.3999996000004,0.3999996000004
8724,1982,2,4,28567.0,1,0,354,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013-06-17,43,1,MntMeatProducts,46,5,NumStorePurchases,6,1.1999976000048,0,0.7884562694567661,1.1999976000048,1.1999976000048
10741,1951,3,5,47352.0,0,1,224,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,2013-04-11,74,1,MntWines,319,12,NumWebPurchases,7,0.5833328472226273,1,0.459532022361105,0.5833328472226273,0.5833328472226273
